"iso2c","country","SH.DYN.MORT","year","iso3c","region","capital","longitude","latitude","income","lending"
"SY","Syrian Arab Republic",25.7,1998,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",26.9,1997,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",28.2,1996,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",29.6,1995,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",31,1994,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",32.5,1993,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",34,1992,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",35.6,1991,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SY","Syrian Arab Republic",37.3,1990,"SYR","Middle East & North Africa","Damascus","36.3119","33.5146","Lower middle income","IDA"
"SZ","Eswatini",70.1,2012,,,,,,,
"SZ","Eswatini",81.4,2011,,,,,,,
"SZ","Eswatini",92.9,2010,,,,,,,
"SZ","Eswatini",102.1,2009,,,,,,,
"SZ","Eswatini",108.7,2008,,,,,,,
"SZ","Eswatini",113.4,2007,,,,,,,
"SZ","Eswatini",119.9,2006,,,,,,,
"SZ","Eswatini",129,2005,,,,,,,
"SZ","Eswatini",131.4,2004,,,,,,,
"SZ","Eswatini",132.4,2003,,,,,,,
"SZ","Eswatini",131.6,2002,,,,,,,
"SZ","Eswatini",129.6,2001,,,,,,,
"SZ","Eswatini",126.1,2000,,,,,,,
"SZ","Eswatini",120.9,1999,,,,,,,
"SZ","Eswatini",114.5,1998,,,,,,,
"SZ","Eswatini",107,1997,,,,,,,
"SZ","Eswatini",98.8,1996,,,,,,,
"SZ","Eswatini",90.3,1995,,,,,,,
"SZ","Eswatini",82.4,1994,,,,,,,
"SZ","Eswatini",76,1993,,,,,,,
"SZ","Eswatini",71.6,1992,,,,,,,
"SZ","Eswatini",69.2,1991,,,,,,,
"SZ","Eswatini",68.6,1990,,,,,,,
"SZ","Eswatini",53.9,2017,,,,,,,
"SZ","Eswatini",56.3,2016,,,,,,,
"SZ","Eswatini",57.8,2015,,,,,,,
"SZ","Eswatini",62.2,2014,,,,,,,
"SZ","Eswatini",65.7,2013,,,,,,,
"T2","Latin America & the Caribbean (IDA & IBRD countries)",17.8121574997631,2017,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",18.4050530091744,2016,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",18.4593530046968,2015,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",18.8738967046822,2014,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",19.3512607912657,2013,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",19.9151082503286,2012,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",20.4962217720069,2011,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",21.9603546483553,2009,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",22.8211193025283,2008,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",23.7277954114149,2007,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",39.1781670759873,1997,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",25.886283664149,2005,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",27.147440590622,2004,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",28.5116006150287,2003,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",24.7624737738621,2006,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",31.5696386815886,2001,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",33.2969025406844,2000,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",24.3859693881579,2010,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",30.0003314921924,2002,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",48.278622084905,1993,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",41.3379837543659,1996,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",43.5957607349948,1995,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",45.9327756973133,1994,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",37.5016221286804,1998,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",50.6857110042551,1992,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",53.1022366633213,1991,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",55.4803883169686,1990,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T2","Latin America & the Caribbean (IDA & IBRD countries)",35.3716019813672,1999,"TLA","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",26.8359337279857,2014,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",27.4653332647253,2013,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",28.1868007302875,2012,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",29.7523645003238,2010,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",30.874991630746,2009,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",32.1611048534362,2008,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",28.8950125788326,2011,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",35.1752911237457,2006,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",36.7919999269552,2005,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",38.4725011141171,2004,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",33.6339443771363,2007,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",26.2058378357245,2015,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",25.1285765056628,2017,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",42.1002373825914,2002,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",44.0099544168873,2001,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",45.9989699682523,2000,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",48.0451242031637,1999,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",50.157856336732,1998,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",52.3413320439961,1997,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",54.5419506424262,1996,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",56.8044897956874,1995,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",59.1335484288954,1994,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",61.500046698734,1993,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",63.8769933532645,1992,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",25.6858906766839,2016,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",40.2258925878817,2003,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",69.0408244402403,1990,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T3","Middle East & North Africa (IDA & IBRD countries)",66.3776206503609,1991,"TMN","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",59.8845417922868,1990,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",18.8390965336855,2014,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",19.7320609351399,2013,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",35.1641056390543,2003,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",18.0277904950324,2015,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",23.0439620746572,2010,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",24.3409618036555,2009,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",20.7342561808243,2012,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",21.8349598546846,2011,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",29.0545950288289,2006,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",30.9320784022539,2005,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",33.9814325901932,2004,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",16.5964820611014,2017,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",17.2789239114422,2016,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",37.4073946792942,2002,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",39.7424816062333,2001,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",42.0112266050295,2000,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",44.1493117403645,1999,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",46.1461953685101,1998,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",48.1188295906941,1997,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",26.525400775269,2008,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",27.2921659288443,2007,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",58.6758424263157,1991,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",57.2917959938434,1992,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",55.608801484394,1993,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",50.0253176318544,1996,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",51.9195686448173,1995,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T4","East Asia & Pacific (IDA & IBRD countries)",53.8454875560595,1994,"TEA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",97.3771088400587,1999,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",86.8260552303979,2002,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",90.2465114827255,2001,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",101.006535047045,1998,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",108.252850038031,1996,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",111.798627425527,1995,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",115.275410610095,1994,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",104.662110008734,1997,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",122.215300145473,1992,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",125.73495046287,1991,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",129.417888981343,1990,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",118.708718242883,1993,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",44.7660891069514,2017,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",46.8954176883977,2016,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",49.2829934417942,2015,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",93.7850671518483,2000,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",54.3463376490869,2013,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",57.0144154579593,2012,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",59.6715739363076,2011,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",62.4533671513064,2010,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",65.3265022151676,2009,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",68.1521079075845,2008,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",71.1403648478283,2007,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",74.1008823412123,2006,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",77.1779209202964,2005,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",80.434155414809,2004,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",83.5287036171465,2003,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T5","South Asia (IDA & IBRD)",51.7393695304329,2014,"TSA","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",142.967276081017,2002,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",148.420713675147,2001,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",153.57375311814,2000,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",158.227696709055,1999,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",162.661626026658,1998,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",166.016159607065,1997,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",168.811718385273,1996,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",172.039184960279,1995,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",174.790853687549,1994,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",175.547616930442,1993,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",177.083775353643,1992,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",178.652003890019,1991,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",75.4580160006019,2017,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",78.2562813282095,2016,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",81.3381095834339,2015,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",84.6809198069786,2014,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",88.171777599172,2013,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",92.0252630706253,2012,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",96.2896410506537,2011,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",100.846819246086,2010,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",105.40021951515,2009,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",110.360393932039,2008,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",115.489666798048,2007,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",120.781847787064,2006,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",126.133755433715,2005,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",131.719493417036,2004,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",137.353638851369,2003,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T6","Sub-Saharan Africa (IDA & IBRD countries)",180.208526350928,1990,"TSS","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",12.6227629896471,2017,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",13.3103621845134,2016,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",14.9366536425393,2014,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",15.7769323510611,2013,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",16.6209071520704,2012,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",14.1109557533879,2015,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",42.5729541533478,1995,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",43.3969975417568,1994,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",43.8409810151953,1993,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",17.5253166843449,2011,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",26.5791085088043,2004,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",28.3560028256295,2003,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",30.2579198765884,2002,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",44.0272937859688,1992,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",34.1887269458117,2000,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",36.1495772004003,1999,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",18.490458828599,2010,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",32.2089265243325,2001,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",41.3339756786325,1996,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",19.5127846383441,2009,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",20.6737772397328,2008,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",21.9981782081461,2007,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",23.3908997026372,2006,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",24.9313406161652,2005,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",44.1638696349009,1991,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",44.5200251409813,1990,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",39.8108277061106,1997,"TEC","Aggregates","","","","Aggregates","Aggregates"
"T7","Europe & Central Asia (IDA & IBRD countries)",38.049805952562,1998,"TEC","Aggregates","","","","Aggregates","Aggregates"
"TC","Turks and Caicos Islands",,2017,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2016,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2015,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2014,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2013,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2012,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2011,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2010,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2009,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2008,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2007,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2006,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2005,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2004,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2003,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2002,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2001,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,2000,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1999,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1998,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1997,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1996,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1995,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1994,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1993,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1992,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1991,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TC","Turks and Caicos Islands",,1990,"TCA","Latin America & Caribbean ","Grand Turk","-71.141389","21.4602778","High income","Not classified"
"TD","Chad",130.8,2015,"TCD","Sub-Saharan Africa ","N'Djamena","15.0445","12.1048","Low income","IDA"
"TD","Chad",134.7,2014,"TCD","Sub-Saharan Africa ","N'Djamena","15.0445","12.1048","Low income","IDA"
"TD","Chad",138.4,2013,"TCD","Sub-Saharan Africa ","N'Djamena","15.0445","12.1048","Low income","IDA"
"TD","Chad",142.2,2012,"TCD","Sub-Saharan Africa ","N'Djamena","15.0445","12.1048","Low income","IDA"
