"iso2c","country","SE.SEC.NENR.FE","year","iso3c","region","capital","longitude","latitude","income","lending"
"XK","Kosovo",,2010,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2009,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2008,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2007,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2006,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2005,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2004,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2003,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2002,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2001,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,2000,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1999,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1998,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1997,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1996,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1995,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1994,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1993,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1992,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1991,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XK","Kosovo",,1990,"XKX","Europe & Central Asia","Pristina","20.926","42.565","Lower middle income","IDA"
"XL","Least developed countries: UN classification",28.4917697906494,2009,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",21.6578807830811,2000,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",20.4916000366211,1999,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",22.5655097961426,2001,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",30.7737197875977,2011,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",27.0337200164795,2008,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",26.2007007598877,2007,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",25.2941303253174,2006,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",24.3387603759766,2005,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",23.6585693359375,2004,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",23.8351707458496,2003,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",23.4134693145752,2002,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",,2017,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",35.7763481140137,2016,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",35.1052207946777,2015,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",33.7391395568848,2014,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",32.7297782897949,2013,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",19.4691791534424,1998,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",29.9133892059326,2010,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",18.1831798553467,1997,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",17.3240699768066,1996,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",16.3744697570801,1995,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",15.1522798538208,1994,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",14.2960395812988,1993,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",13.5989303588867,1992,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",12.8355302810669,1991,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",12.0100402832031,1990,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XL","Least developed countries: UN classification",32.0424690246582,2012,"LDC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",,2017,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",29.071720123291,2016,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",29.5597305297852,2015,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",28.655689239502,2014,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",27.2618503570557,2011,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",26.0340690612793,2010,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",24.7297592163086,2009,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",28.2421092987061,2012,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",22.1371402740479,2007,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",21.1902294158936,2006,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",19.9427509307861,2005,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",23.735559463501,2008,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",17.9860305786133,2003,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",17.6059494018555,2002,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",28.1653900146484,2013,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",18.7934303283691,2004,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",15.8969402313232,1999,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",15.7424402236938,1998,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",15.0848503112793,1997,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",15.0788497924805,1996,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",14.8304595947266,1995,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",14.2983903884888,1994,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",14.2126302719116,1993,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",14.388689994812,1992,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",,1991,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",,1990,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",16.9326400756836,2001,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XM","Low income",16.4854507446289,2000,"LIC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",40.4020805358887,2002,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",55.9063110351563,2012,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",54.158031463623,2011,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",52.0081596374512,2010,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",49.7666397094727,2009,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",49.3149909973145,2008,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",47.8353118896484,2007,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",45.8707885742188,2006,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",44.5730400085449,2005,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",43.5746116638184,2004,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",42.4031982421875,2003,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,2017,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",58.5655784606934,2016,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",38.9314193725586,2001,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",57.1278381347656,2013,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1997,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",37.9189987182617,2000,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",36.7208099365234,1999,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1998,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1993,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1996,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1995,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1994,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",57.5608215332031,2014,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1992,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1991,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",58.1761207580566,2015,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XN","Lower middle income",,1990,"LMC","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,2017,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",62.0214881896973,2016,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",62.2161903381348,2015,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",46.480770111084,1998,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1996,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1995,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1994,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1993,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1992,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1991,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1990,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",53.11083984375,2005,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",52.1756591796875,2004,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",51.1049194335938,2003,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",49.9464797973633,2002,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",62.0259284973145,2014,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",61.0963706970215,2013,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",,1997,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",59.3802490234375,2011,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",57.9883499145508,2010,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",56.4491310119629,2009,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",55.8808898925781,2008,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",54.9356918334961,2007,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",53.828239440918,2006,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",48.9972801208496,2001,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",47.9830513000488,2000,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",60.2288398742676,2012,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XO","Low & middle income",46.8868103027344,1999,"LMY","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",52.2323303222656,2001,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",51.1354598999023,2000,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",53.2412185668945,2002,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1997,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1996,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",49.9720191955566,1999,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",49.5095405578613,1998,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1993,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1992,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1995,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1994,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,2017,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",67.3761367797852,2016,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",67.3937683105469,2015,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",67.1735000610352,2014,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",66.0160064697266,2013,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",64.852668762207,2012,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",63.8660507202148,2011,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",62.2696304321289,2010,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",60.530818939209,2009,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",59.8546905517578,2008,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",58.8200187683105,2007,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",57.5351181030273,2006,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",54.5386085510254,2003,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",55.7207489013672,2004,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1991,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",,1990,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XP","Middle income",56.7399787902832,2005,"MIC","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",,2017,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",65.1862564086914,2016,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",64.7712707519531,2015,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",65.853889465332,2014,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",65.6480178833008,2013,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",69.0771865844727,2012,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",68.5690612792969,2011,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",65.4481506347656,2010,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",64.9505081176758,2009,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",62.8649597167969,2008,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",61.2279891967773,2007,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",61.4217681884766,2006,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",44.167179107666,1990,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",60.952880859375,2004,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",59.9017791748047,2003,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",58.8773498535156,2002,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",58.3357086181641,2001,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",57.5887184143066,2000,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",56.4198913574219,1999,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",54.7033882141113,1998,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",52.9834098815918,1997,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",51.1924705505371,1996,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",50.53369140625,1995,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",49.751350402832,1994,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",47.064380645752,1993,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",60.9676704406738,2005,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",44.9310989379883,1991,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XQ","Middle East & North Africa (excluding high income)",45.2895889282227,1992,"MNA","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1990,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,2017,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",83.2422332763672,2016,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",83.7833786010742,2015,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",83.9814224243164,2014,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",81.2354278564453,2013,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",79.8272705078125,2012,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",79.6376800537109,2011,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",78.3587493896484,2010,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",76.7423400878906,2009,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",75.1122436523438,2008,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",73.9749298095703,2007,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",72.9480361938477,2006,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1991,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",70.7575378417969,2004,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",69.4558029174805,2003,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",68.9634399414063,2002,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",68.7175903320313,2001,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",67.7628784179688,2000,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",66.9131393432617,1999,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",65.8859176635742,1998,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1997,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1996,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1995,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1994,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1993,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",72.2147903442383,2005,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XT","Upper middle income",,1992,"UMC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",85.4328689575195,1990,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",86.9290008544922,1992,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",,2017,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",92.8703918457031,2016,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",92.2727432250977,2015,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.9137878417969,2013,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.6380386352539,2012,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.1998825073242,2011,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",90.1132965087891,2014,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",85.1802215576172,1991,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.7489700317383,1994,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.7148895263672,1993,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.0025024414063,2006,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.7453002929688,2005,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",90.2209625244141,2004,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.0575790405273,2003,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",85.637077331543,2002,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.1630020141602,2001,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",87.7316436767578,2000,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",87.6854019165039,1999,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.9188385009766,1998,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",87.3033294677734,2010,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.7755813598633,2009,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",88.9618072509766,2008,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.0249786376953,2007,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.0262222290039,1997,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",89.1302871704102,1996,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XU","North America",90.4011764526367,1995,"NAC","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2016,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2012,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2015,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2014,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2013,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2008,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2011,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2010,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2009,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2006,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2017,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2005,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2004,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2003,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2002,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2001,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2000,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1999,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1998,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1997,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1996,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,2007,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1994,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1993,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1992,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1991,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1990,"INX","Aggregates","","","","Aggregates","Aggregates"
"XY","Not classified",,1995,"INX","Aggregates","","","","Aggregates","Aggregates"
"YE","Yemen, Rep.",,2017,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",39.7874298095703,2016,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2015,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2014,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",35.5263710021973,2013,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",33.2363586425781,2012,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2011,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",30.1295604705811,2010,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2009,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2008,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2007,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2006,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2005,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
"YE","Yemen, Rep.",,2004,"YEM","Middle East & North Africa","Sana'a","44.2075","15.352","Lower middle income","IDA"
